DATE   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   06/09/2017   
RGPPL_EBID_ISGS   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
RGPPL_IR_ISGS   472.565447   472.929657   474.309237   476.626931   473.117279   476.637968   477.079434   476.041507   475.291015   475.628817   475.092356   475.412418   475.622114   475.445528   476.593821   473.040023   473.161426   475.479121   470.786547   468.281229   467.596958   467.497628   466.824393   470.413303   474.278495   472.874473   470.331712   471.629701   481.998441   479.512829   477.782445   483.583785   483.208539   478.833293   476.833293   482.833293   478.833293   479.833293   477.374089   475.603293   469.890246   471.199272   469.603293   471.603293   468.603293   468.603293   468.603293   468.603293   464.373293   464.373293   464.373293   464.373293   466.493293   466.493293   466.493293   466.493293   466.493293   466.493293   473.601454   473.601454   473.601454   473.601454   473.601454   473.555498   475.629541   480.814649   481.851671   481.851671   480.814649   482.888693   481.851671   487.036779   489.110823   488.073801   483.275398   491.750813   491.210440   486.884922   488.815489   489.478533   485.870396   488.286998   485.120750   486.863694   488.618097   488.584987   484.624101   475.577013   478.711419   480.532465   478.733070   479.030214   482.672305   481.955347   480.090577   480.311732   
RGPPL-GAS_ISGS   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
RGPPL-RLNG_ISGS   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
SASAN_ISGS   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3570.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   3645.000000   
SIPAT-I_ISGS   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   1867.000000   
SIPAT-II_ISGS   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   943.000000   
SSP_ISGS   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   42.000000   
TAPS-I_ISGS   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   148.000000   
TAPS-II_ISGS   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
VSTPS-I_ISGS   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   940.000000   915.555200   915.555200   915.555200   915.555200   1015.555200   1015.555200   1015.555200   1120.000000   1120.000000   1120.000000   1110.000000   1110.000000   1110.000000   1110.000000   1110.000000   1110.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1097.134720   1087.134720   1097.134720   1120.000000   1102.134720   1102.134720   1107.134720   1107.134720   1115.134720   1115.134720   1115.134720   1099.134720   1109.134720   1109.134720   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   1120.000000   
VSTPS-II_ISGS   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   927.384980   927.384980   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   935.000000   
VSTPS-III_ISGS   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   
VSTPS-IV_ISGS   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   955.000000   
VSTPS-V_ISGS   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   471.250000   
BARC_TAPS-II_ISGS   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
CR_IR_MS_ISGS   242.104045   237.839871   232.509653   227.179436   220.783175   213.320870   209.056696   207.990653   206.924609   205.792522   203.726479   204.792522   204.792522   205.858566   205.858566   211.188783   216.519001   221.849218   228.245479   234.641740   241.038001   252.764480   258.094697   262.358871   265.424915   263.994000   264.994000   265.994000   267.994000   265.994000   267.994000   273.994000   273.994000   269.994000   267.994000   273.994000   269.994000   270.994000   267.994000   270.994000   264.994000   265.994000   264.994000   266.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   263.994000   271.102161   271.102161   271.102161   271.102161   271.102161   273.176205   275.250248   280.435356   281.472378   281.472378   280.435356   282.509400   281.472378   286.657486   288.731530   287.694508   281.472378   285.620465   284.583443   282.509400   284.583443   282.509400   280.435356   281.472378   278.361313   280.435356   281.472378   281.472378   278.361313   271.102161   271.102161   271.102161   272.139183   270.446010   268.313923   259.814598   258.777576   253.476380   
CSEB_Beneficiary_ISGS   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1073.231122   1056.231122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1003.569122   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   1001.674382   
DD_Beneficiary_ISGS   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   229.744389   226.403079   226.403079   226.403079   226.403079   226.403079   226.288999   226.288999   226.288999   231.049819   231.049819   231.049819   231.163899   231.163899   228.299919   228.299919   228.299919   228.063334   228.063334   234.715244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.445244   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   246.279644   192.444678   192.444678   192.444678   192.444678   192.444678   192.444678   192.444678   192.444678   192.680973   192.680973   192.680973   192.680973   192.680973   192.680973   192.680973   192.680973   246.516229   246.516229   246.516229   246.516229   246.516229   246.516229   246.516229   246.516229   
DNH_Beneficiary_ISGS   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   543.273327   537.018827   537.018827   537.018827   537.018827   537.018827   536.680257   536.680257   536.680257   546.648337   546.648337   546.648337   546.986907   546.986907   541.625907   541.625907   541.625907   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   541.006977   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   540.448509   634.537991   634.537991   634.537991   634.537991   634.537991   634.537991   634.537991   634.537991   635.157421   635.157421   635.157421   635.157421   635.157421   635.157421   635.157421   635.157421   541.067439   541.067439   541.067439   541.067439   541.067439   541.067439   541.067439   541.067439   
ESIL_WR_Beneficiary_ISGS   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   
GEB_Beneficiary_ISGS   3973.636020   3973.636020   3944.025300   3909.025300   3757.652250   3717.652250   3711.600550   3711.600550   3711.600550   3711.600550   3531.600550   3507.155750   3456.435750   3406.435750   3500.435750   3600.435750   3600.435750   3600.435750   3704.880550   3704.880550   3704.880550   3703.055150   3703.055150   3703.055150   3711.604370   3711.604370   3711.604370   3713.429770   3713.429770   3709.824600   3709.824600   3709.824600   3708.399730   3708.399730   3715.119730   3715.119730   3765.795513   3765.795513   3729.331575   3803.761730   3803.761730   3803.761730   3803.761730   3803.761730   3803.761730   3923.761730   4024.761730   3988.237650   3832.595650   3785.595650   3785.595650   3785.595650   3785.595650   3785.595650   3783.170390   3783.170390   3819.694470   3819.694470   3859.093370   3819.093370   3907.735370   3907.735370   3907.735370   3907.735370   3907.735370   3907.735370   3907.735370   3907.735370   3987.735370   4149.278090   4149.278090   4149.278090   4149.279895   4149.279895   4149.279895   4149.279895   4149.279895   4149.279895   4149.279895   4149.279895   4150.704765   4150.704765   4150.704765   4150.704765   4150.704765   4150.704765   4150.704765   4150.704765   4150.702960   4150.702960   4150.702960   4150.702960   4150.702960   4150.702960   4150.702960   4150.702960   
GOA_Beneficiary_ISGS   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   331.361159   330.014779   330.014779   330.014779   330.014779   330.014779   329.721339   329.721339   329.721339   331.633819   331.633819   331.633819   331.927259   331.927259   330.773219   330.773219   330.773219   330.678869   330.678869   330.678869   319.384919   291.910549   274.295529   284.295529   330.678869   296.123489   296.123489   301.123489   301.123489   307.526529   307.526529   307.526529   288.507329   298.507329   298.507329   324.384919   324.384919   325.383189   325.384919   325.244867   319.244867   319.244867   319.244867   319.244867   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   330.538817   317.201669   317.201669   317.201669   317.201669   317.201669   317.201669   317.201669   317.201669   317.295949   317.295949   317.295949   317.295949   317.295949   317.295949   317.295949   317.295949   330.633167   330.633167   330.633167   330.633167   330.633167   330.633167   330.633167   330.633167   
HVDC_BHD_Beneficiary_ISGS   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.220000   2.220000   2.220000   2.220000   2.220000   2.220000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   2.240000   
HVDC_Champa_Bficiary_ISGS   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   2.312000   
